datetime	open	high	low	close	volume
14.09.2018 12:00	547.8	548.3	539.7	539.9	162676
14.09.2018 16:00	539.8	542.1	537.0	537.0	168310
17.09.2018 08:00	540.4	540.4	534.6	537.0	59758
17.09.2018 12:00	537.2	537.9	535.8	536.5	77561
17.09.2018 16:00	536.5	537.2	534.7	535.3	106091
18.09.2018 08:00	540.0	543.8	536.6	541.0	104211
18.09.2018 12:00	541.0	542.3	536.5	536.5	159919
18.09.2018 16:00	536.4	536.7	531.7	533.3	173417
19.09.2018 08:00	535.0	537.1	533.1	536.7	70968
19.09.2018 12:00	536.6	537.6	534.6	537.0	107897
19.09.2018 16:00	537.0	551.0	536.9	548.0	222299
20.09.2018 08:00	548.0	559.2	545.0	555.6	128468
20.09.2018 12:00	555.7	571.0	552.7	569.3	522163
20.09.2018 16:00	569.3	569.5	560.6	562.8	137208
21.09.2018 08:00	567.6	569.1	562.8	568.1	68791
21.09.2018 12:00	567.9	568.5	558.0	558.5	79844
21.09.2018 16:00	558.5	559.0	552.2	554.0	85698
24.09.2018 08:00	556.0	556.6	550.6	553.9	29888
24.09.2018 12:00	554.0	556.0	553.0	554.0	28839
24.09.2018 16:00	554.1	557.0	551.9	552.1	44739
25.09.2018 08:00	554.5	554.5	542.5	543.1	72920
25.09.2018 12:00	543.0	546.4	542.3	544.3	50395
25.09.2018 16:00	544.3	553.4	543.7	552.0	61789
26.09.2018 08:00	550.0	554.0	550.0	552.6	58731
26.09.2018 12:00	552.6	556.3	551.9	555.6	81254
26.09.2018 16:00	555.5	555.6	549.2	550.9	79274
27.09.2018 08:00	549.0	549.9	545.2	548.2	58439
27.09.2018 12:00	548.3	549.5	541.3	541.7	144050
27.09.2018 16:00	541.7	542.0	535.1	536.9	151034
28.09.2018 08:00	539.6	539.7	533.1	538.6	54510
28.09.2018 12:00	538.6	538.8	525.5	529.1	191773
28.09.2018 16:00	529.0	529.7	524.2	526.2	158015
01.10.2018 08:00	529.2	529.2	521.0	525.8	57442
01.10.2018 12:00	525.8	525.9	518.6	522.4	160247
01.10.2018 16:00	522.4	522.9	515.5	516.2	85436
02.10.2018 08:00	517.0	525.0	516.5	518.2	67229
02.10.2018 12:00	518.4	524.5	516.8	519.8	136152
02.10.2018 16:00	519.9	526.9	518.2	522.6	237795
03.10.2018 08:00	524.2	527.4	521.6	526.8	66690
03.10.2018 12:00	526.6	529.8	525.5	528.7	70502
03.10.2018 16:00	528.6	530.5	526.4	529.3	71817
04.10.2018 08:00	530.0	531.5	523.6	528.9	41291
04.10.2018 12:00	528.6	533.9	527.5	530.9	76194
04.10.2018 16:00	530.6	534.0	528.2	532.5	59142
05.10.2018 08:00	531.0	533.1	521.3	524.0	94160
05.10.2018 12:00	524.2	531.4	523.1	526.4	59150
05.10.2018 16:00	526.4	531.0	525.5	528.3	32315
08.10.2018 08:00	529.7	534.8	528.6	533.6	31855
08.10.2018 12:00	533.6	534.5	528.0	530.0	56239
08.10.2018 16:00	530.1	531.0	526.1	526.2	65871
09.10.2018 08:00	528.9	532.0	527.0	529.9	55366
09.10.2018 12:00	529.8	531.4	527.6	530.6	54406
09.10.2018 16:00	530.5	531.4	525.8	528.3	44273
10.10.2018 08:00	526.2	532.3	526.1	530.9	27937
10.10.2018 12:00	531.0	535.5	528.9	534.8	90220
10.10.2018 16:00	534.9	538.0	532.5	533.4	141659
11.10.2018 08:00	529.1	542.7	529.1	542.7	99007
11.10.2018 12:00	542.5	562.2	541.5	554.0	332319
11.10.2018 16:00	553.9	560.0	543.9	560.0	117441
12.10.2018 08:00	553.4	569.7	552.2	565.5	234049
12.10.2018 12:00	565.6	583.3	565.0	579.9	397626
12.10.2018 16:00	579.7	585.0	574.7	578.5	95456
15.10.2018 08:00	571.2	588.3	570.3	584.0	141748
15.10.2018 12:00	583.9	590.0	581.4	581.9	108520
15.10.2018 16:00	581.7	589.0	580.2	589.0	52199
16.10.2018 08:00	590.0	599.5	585.7	598.7	167449
16.10.2018 12:00	598.6	618.7	598.3	611.7	362401
16.10.2018 16:00	611.8	620.0	611.0	616.8	166989
17.10.2018 08:00	616.7	628.0	616.7	624.6	408238
17.10.2018 12:00	624.6	625.0	613.8	618.6	233025
17.10.2018 16:00	618.7	622.5	618.2	619.0	54979
