datetime	open	high	low	close	volume
18.09.2020 10:00	4585.0	4628.0	4553.0	4568.2	202087
18.09.2020 12:00	4568.8	4622.0	4568.4	4603.8	107080
18.09.2020 14:00	4603.6	4612.0	4570.6	4595.0	74159
18.09.2020 16:00	4595.0	4643.6	4580.2	4594.2	244672
18.09.2020 18:00	4594.4	4603.4	4561.0	4567.8	273188
18.09.2020 20:00	4567.0	4609.2	4552.0	4609.2	53946
18.09.2020 22:00	4609.0	4639.8	4602.4	4628.0	60671
21.09.2020 08:00	4627.0	4627.0	4627.0	4627.0	626
21.09.2020 10:00	4615.2	4626.8	4516.2	4516.2	193278
21.09.2020 12:00	4516.0	4547.8	4502.2	4537.0	114564
21.09.2020 14:00	4537.6	4565.4	4521.0	4536.4	110012
21.09.2020 16:00	4537.4	4550.0	4488.2	4514.6	399340
21.09.2020 18:00	4515.0	4525.2	4492.0	4512.2	96900
21.09.2020 20:00	4513.2	4520.8	4495.2	4509.4	36868
21.09.2020 22:00	4509.0	4533.6	4501.4	4527.8	52032
22.09.2020 08:00	4534.0	4534.0	4534.0	4534.0	8932
22.09.2020 10:00	4534.0	4609.8	4494.0	4585.0	327923
22.09.2020 12:00	4585.0	4606.0	4563.2	4600.2	248848
22.09.2020 14:00	4600.2	4620.0	4570.4	4583.6	200278
22.09.2020 16:00	4583.6	4595.0	4520.0	4520.0	321140
22.09.2020 18:00	4520.0	4728.8	4490.0	4701.2	667861
22.09.2020 20:00	4704.4	4900.0	4645.8	4900.0	1244185
22.09.2020 22:00	4900.0	4900.0	4900.0	4900.0	80083
23.09.2020 08:00	4980.8	4980.8	4980.8	4980.8	7012
23.09.2020 10:00	5100.0	5503.4	4960.2	5502.0	5394376
23.09.2020 12:00	5502.8	5653.2	5271.0	5334.8	2807205
23.09.2020 14:00	5333.4	5340.0	5232.6	5269.0	1179468
23.09.2020 16:00	5269.0	5348.8	5032.6	5042.8	2326672
23.09.2020 18:00	5042.8	5100.0	4941.6	5056.6	912527
23.09.2020 20:00	5056.6	5093.0	4987.0	5004.0	280370
23.09.2020 22:00	5004.8	5014.2	4970.2	5008.6	153971
24.09.2020 08:00	5016.6	5016.6	5016.6	5016.6	2408
24.09.2020 10:00	5016.6	5045.8	4828.0	4883.8	865829
24.09.2020 12:00	4883.8	4970.0	4879.8	4953.4	351414
24.09.2020 14:00	4951.6	4958.8	4872.0	4876.0	231328
24.09.2020 16:00	4876.0	4931.0	4825.2	4870.0	866635
24.09.2020 18:00	4870.0	4880.4	4836.8	4852.0	298113
24.09.2020 20:00	4852.0	4868.0	4780.2	4781.4	186339
24.09.2020 22:00	4782.8	4808.0	4763.4	4775.0	150805
25.09.2020 08:00	4800.0	4800.0	4800.0	4800.0	4184
25.09.2020 10:00	4797.0	4819.6	4710.0	4742.8	357587
25.09.2020 12:00	4742.8	4759.4	4721.0	4724.4	138408
25.09.2020 14:00	4724.6	4875.6	4721.0	4848.6	283884
25.09.2020 16:00	4849.0	4898.8	4788.0	4897.0	544303
25.09.2020 18:00	4897.4	4931.2	4874.4	4905.0	302631
25.09.2020 20:00	4905.0	4959.8	4898.8	4936.8	132495
25.09.2020 22:00	4938.8	4958.0	4922.2	4934.0	80280
28.09.2020 08:00	4958.0	4958.0	4958.0	4958.0	636
28.09.2020 10:00	4951.8	5047.6	4941.8	5024.8	454654
28.09.2020 12:00	5024.8	5097.8	5009.8	5070.4	300888
28.09.2020 14:00	5070.4	5119.8	5040.4	5099.0	269320
28.09.2020 16:00	5098.6	5105.0	5021.4	5041.0	407837
28.09.2020 18:00	5041.8	5075.2	5041.0	5059.6	124653
28.09.2020 20:00	5059.6	5093.6	5059.6	5075.6	173180
28.09.2020 22:00	5074.8	5085.0	5065.0	5080.0	28371
29.09.2020 08:00	5071.0	5071.0	5071.0	5071.0	1102
29.09.2020 10:00	5074.4	5131.0	4940.0	5043.4	712426
29.09.2020 12:00	5043.2	5065.0	5008.6	5038.2	158698
29.09.2020 14:00	5038.2	5079.0	5025.6	5043.6	86850
29.09.2020 16:00	5045.0	5115.0	5014.0	5088.0	324137
